epoch,loss
0,0.04971012845635414
1,0.026576515287160873
2,0.023051464930176735
3,0.02112211473286152
4,0.01972859725356102
5,0.01874149590730667
6,0.018008198589086533
7,0.017435841262340546
8,0.01699652336537838
9,0.016592055559158325
10,0.01625019498169422
11,0.01596585102379322
12,0.01571495458483696
13,0.015504112467169762
14,0.015299921855330467
15,0.01511764619499445
16,0.01495298184454441
17,0.014797905460000038
18,0.014676034450531006
19,0.014545581303536892
20,0.014430252835154533
21,0.014341474510729313
22,0.01421807985752821
23,0.014138047583401203
24,0.014032954350113869
25,0.013949318788945675
26,0.013873585499823093
27,0.013794474303722382
28,0.013718710280954838
29,0.01364536490291357
30,0.013565716333687305
31,0.013495638966560364
32,0.013428837060928345
33,0.013377178460359573
34,0.013336814939975739
35,0.013265159912407398
36,0.013205179013311863
37,0.013162155635654926
38,0.01310767326503992
39,0.01305448729544878
40,0.01302347332239151
41,0.012982669286429882
42,0.012922938913106918
43,0.012889166362583637
44,0.012844713404774666
45,0.012802253477275372
46,0.012751387432217598
47,0.012727655470371246
48,0.012687427923083305
49,0.012652086094021797
50,0.012606391683220863
51,0.012587393634021282
52,0.012547231279313564
53,0.012516465969383717
54,0.012486136518418789
55,0.012457029893994331
56,0.012420546263456345
57,0.012399379163980484
58,0.012364484369754791
59,0.01233094371855259
60,0.012311634607613087
61,0.012287663295865059
62,0.012258162721991539
63,0.012219169177114964
64,0.012196613475680351
65,0.01218367088586092
66,0.012148109264671803
67,0.01212532352656126
68,0.012094259262084961
69,0.012079482898116112
70,0.01205675769597292
71,0.012026931159198284
72,0.012004833668470383
73,0.011980919167399406
74,0.011958276852965355
75,0.011943399906158447
76,0.011917934753000736
77,0.011903810314834118
78,0.01187174953520298
79,0.011859140358865261
80,0.011852839030325413
81,0.011816082522273064
82,0.011807877570390701
83,0.011788270436227322
84,0.011770482175052166
85,0.01174909807741642
86,0.011735704727470875
87,0.011716442182660103
88,0.01169591210782528
89,0.011680185794830322
90,0.011657667346298695
91,0.011646915227174759
92,0.011633416637778282
93,0.0116138756275177
94,0.011588292196393013
95,0.011588224209845066
96,0.011566126719117165
97,0.011545569635927677
