epoch,loss
0,0.0645308643579483
1,0.042301055043935776
2,0.031109236180782318
3,0.026197312399744987
4,0.023874660953879356
5,0.02233220636844635
6,0.021164868026971817
7,0.020246285945177078
8,0.019548948854207993
9,0.018922921270132065
10,0.018389882519841194
11,0.01796508952975273
12,0.017546692863106728
13,0.01720435358583927
14,0.016894757747650146
15,0.016614411026239395
16,0.01635652780532837
17,0.016124654561281204
18,0.015892375260591507
19,0.01568656414747238
20,0.015490724705159664
21,0.015311281196773052
22,0.015137665905058384
23,0.014978118240833282
24,0.014841369353234768
25,0.014694765210151672
26,0.014545833691954613
27,0.014414967969059944
28,0.014304921962320805
29,0.014181694015860558
30,0.014063660986721516
31,0.01397181861102581
32,0.013866357505321503
33,0.013773548416793346
34,0.013675798662006855
35,0.013574551790952682
36,0.013486891984939575
37,0.01340152882039547
38,0.013329215347766876
39,0.01325079146772623
40,0.013157195411622524
41,0.013088598847389221
42,0.013011920265853405
43,0.012940729036927223
44,0.012868144549429417
45,0.012807163409888744
46,0.012741015292704105
47,0.012685446999967098
48,0.012617387808859348
49,0.012565053068101406
50,0.012500031851232052
51,0.012442033737897873
52,0.012379929423332214
53,0.012326797470450401
54,0.012278246693313122
55,0.012214409187436104
56,0.012171735987067223
57,0.012116566300392151
58,0.012069475837051868
59,0.01202301774173975
60,0.011976635083556175
61,0.011939011514186859
62,0.01188398152589798
63,0.011845099739730358
64,0.011794215999543667
65,0.011768432334065437
66,0.011716215871274471
67,0.011668480932712555
68,0.011624210514128208
69,0.01158975251019001
70,0.011554773896932602
71,0.011514649726450443
72,0.011472434736788273
73,0.011432304047048092
74,0.011407692916691303
75,0.011379603296518326
76,0.011330143548548222
77,0.011301591992378235
78,0.011256180703639984
79,0.01122511550784111
80,0.011191806755959988
81,0.011169557459652424
82,0.011136062443256378
83,0.011101086623966694
84,0.011064906604588032
85,0.011038933880627155
86,0.011019653640687466
87,0.010979238897562027
88,0.010947078466415405
89,0.010918870568275452
90,0.010895278304815292
91,0.010865221731364727
92,0.010828826576471329
93,0.010824463330209255
94,0.01078924909234047
95,0.01075015775859356
96,0.010736057534813881
97,0.010705068707466125
98,0.010675234720110893
99,0.010657533071935177
100,0.010631469078361988
101,0.010613352991640568
102,0.010581270791590214
103,0.010559048503637314
104,0.010529041290283203
105,0.010506286285817623
106,0.010489759035408497
107,0.010458734817802906
108,0.010441080667078495
109,0.010417746379971504
110,0.010398661717772484
111,0.010376762598752975
112,0.010353992693126202
113,0.010343063622713089
114,0.01030357088893652
115,0.010296271182596684
116,0.010278734378516674
117,0.01024927943944931
118,0.01022697426378727
119,0.01021549291908741
120,0.010191652923822403
121,0.010164236649870872
122,0.010150430724024773
123,0.01012996956706047
124,0.010109801776707172
125,0.010086326859891415
126,0.010081923566758633
127,0.010072719305753708
128,0.010034509934484959
129,0.010013298131525517
130,0.009995988570153713
131,0.009979276917874813
132,0.009968963451683521
133,0.009953533299267292
134,0.009937460534274578
135,0.009919358417391777
136,0.009893909096717834
137,0.009880393743515015
138,0.00986771285533905
139,0.00984598696231842
140,0.009828177280724049
141,0.009822431951761246
142,0.009807576425373554
143,0.009773997589945793
144,0.009769260883331299
145,0.009754078462719917
146,0.009745962917804718
147,0.009730464778840542
148,0.009703650139272213
149,0.00968670379370451
150,0.009676150977611542
151,0.009662067517638206
152,0.009646025486290455
153,0.009635760448873043
154,0.009619421325623989
155,0.009601718746125698
156,0.009591219015419483
157,0.009578687138855457
158,0.009564460255205631
159,0.009550820104777813
160,0.0095379538834095
161,0.009523037821054459
162,0.009519233368337154
163,0.009493395686149597
164,0.009479994885623455
165,0.009467096999287605
166,0.009450105018913746
167,0.00944035779684782
168,0.009429389610886574
169,0.009412650018930435
170,0.009394021704792976
171,0.009391268715262413
172,0.009386632591485977
173,0.009372515603899956
174,0.00935759861022234
175,0.009347755461931229
176,0.009323476813733578
177,0.009321729652583599
178,0.009318951517343521
179,0.009290771558880806
180,0.009275632910430431
181,0.009279350750148296
182,0.009264563210308552
183,0.009230781346559525
184,0.00923948548734188
185,0.009219188243150711
186,0.009213720448315144
187,0.009204846806824207
188,0.00919643510133028
189,0.009180912747979164
190,0.00915590301156044
191,0.009159267880022526
192,0.009152677841484547
193,0.009139962494373322
194,0.009126685559749603
195,0.009121757932007313
196,0.00910513661801815
197,0.009087931364774704
198,0.009091016836464405
199,0.00908306147903204
200,0.009061978198587894
201,0.00905011035501957
202,0.00903898011893034
203,0.009033032692968845
204,0.009014545008540154
205,0.009008743800222874
206,0.00899494718760252
207,0.008985658176243305
208,0.00898673851042986
209,0.008969197049736977
210,0.00895387027412653
211,0.00895514152944088
212,0.00893522147089243
213,0.008935397490859032
214,0.008923021145164967
215,0.00892216619104147
216,0.008888686075806618
217,0.008892538025975227
218,0.008878368884325027
219,0.008873184211552143
220,0.008868646807968616
221,0.008864556439220905
222,0.00884279329329729
223,0.0088376859202981
224,0.008834832347929478
225,0.008824966847896576
226,0.008807074278593063
227,0.008803104050457478
228,0.00879777129739523
229,0.008786058984696865
230,0.008774247020483017
231,0.008768068626523018
232,0.008764753118157387
233,0.008754480630159378
234,0.008750728331506252
235,0.008731798268854618
236,0.008736282587051392
237,0.008721945807337761
238,0.008709690533578396
239,0.008703840896487236
240,0.008695591241121292
241,0.008684142492711544
242,0.008680724538862705
243,0.00866679660975933
244,0.008663445711135864
245,0.00866133812814951
246,0.008642514236271381
247,0.008639644831418991
248,0.008628924377262592
249,0.008613074198365211
250,0.008610815741121769
251,0.008597137406468391
252,0.008599676191806793
253,0.008585208095610142
254,0.008588746190071106
255,0.00856595579534769
256,0.00856960192322731
257,0.008559727109968662
258,0.008552770130336285
259,0.00853922963142395
260,0.008534102700650692
261,0.00853661447763443
262,0.008518067188560963
263,0.008509102277457714
264,0.008505551144480705
265,0.008499933406710625
266,0.008499898947775364
267,0.008478359319269657
268,0.008480293676257133
269,0.008469317108392715
270,0.008462837897241116
271,0.008465859107673168
272,0.008455215021967888
273,0.008448658511042595
274,0.008431147783994675
275,0.008421547710895538
276,0.008415899239480495
277,0.008408429101109505
278,0.008400649763643742
279,0.008401303552091122
280,0.008389155380427837
281,0.008384290151298046
282,0.008374580182135105
283,0.00837771501392126
284,0.008370447903871536
285,0.008354689925909042
286,0.008357057347893715
287,0.008347470313310623
288,0.008337780833244324
289,0.008338281884789467
290,0.008321811445057392
291,0.008324364200234413
292,0.008313547819852829
293,0.00831678882241249
294,0.008300671353936195
295,0.008294923231005669
296,0.008293322287499905
297,0.008279284462332726
298,0.008284506388008595
299,0.008274249732494354
